Class,WGS_1984_UTM_49N_x,WGS_1984_UTM_49N_y
2,743094.36260000000,2553045.51600000000
2,740131.64070000000,2552587.10900000000
2,743828.67140000000,2555172.99000000000
2,744776.29300000000,2555272.05400000000
2,740616.85870000000,2557196.06600000000
2,740137.40330000000,2552130.67800000000
2,741506.34490000000,2554329.21000000000
2,731451.71400000000,2561472.66900000000
2,731362.63640000000,2559751.35400000000
2,731426.04380000000,2561001.71500000000
2,731567.15170000000,2561071.79600000000
2,731814.81650000000,2560996.29800000000
2,741146.33970100000,2562931.77711000000
2,732002.91050000000,2561969.92000000000
2,731305.46700000000,2561536.70200000000
2,732428.43570000000,2562381.99800000000
2,731311.53230000000,2561053.98600000000
2,732008.02920000000,2562232.43300000000
2,735656.02770000000,2561047.20400000000
2,734407.49200000000,2562011.95600000000
2,731144.98550000000,2561218.17700000000
2,736258.15140000000,2557858.40900000000
2,735878.09160000000,2561295.70300000000
2,731309.87790000000,2559796.50500000000
2,744361.71269700000,2569803.11748000000
2,734365.61770000000,2562165.88100000000
2,736305.05830000000,2557945.69400000000
2,734370.67630000000,2562235.13400000000
2,731918.29350000000,2561931.95900000000
2,738999.27650000000,2559080.24900000000
2,731467.15030000000,2561368.47800000000
2,744479.58172900000,2571335.81685000000
2,739120.30140000000,2559055.01300000000
2,734382.70750000000,2562230.05700000000
2,731278.38920000000,2559749.89400000000
2,734443.41980000000,2562142.54500000000
2,734351.80280000000,2562131.53000000000
2,731790.57900000000,2561862.83600000000
2,734199.99410000000,2562459.38600000000
2,731280.29520000000,2559706.25700000000
2,731478.95630000000,2561496.34700000000
2,731923.97480000000,2561910.87600000000
2,736294.61780000000,2557932.49800000000
2,731870.08500000000,2561882.48300000000
2,731672.24150000000,2561079.03700000000
2,741945.41307600000,2560068.35513000000
2,731523.97410000000,2561128.51200000000
2,734390.15100000000,2561994.54400000000
2,731757.39810000000,2562002.65500000000
2,733078.62154600000,2562662.84790000000
2,731949.52940000000,2562068.92300000000
2,731337.22060000000,2560993.09100000000
2,732810.65678400000,2562379.39844000000
2,735634.93250000000,2561083.05200000000
2,731195.77610000000,2561438.98100000000
2,742342.24205000000,2564937.53088000000
2,735545.80770000000,2561095.87100000000
2,731990.95120000000,2561918.13800000000
2,731712.03630000000,2560896.92800000000
2,735364.77483600000,2561392.64071000000
2,731454.22440000000,2561106.52800000000
2,738851.29750000000,2559001.65800000000
2,731233.38040000000,2561498.13800000000
2,731771.91320000000,2560984.39500000000
2,731320.39700000000,2561398.71300000000
2,731236.00660000000,2560928.01900000000
2,731207.94920000000,2561104.70900000000
2,744104.83390000000,2565904.96500000000
2,731125.72010000000,2561344.19600000000
2,731353.75780000000,2561364.56500000000
2,742979.08803600000,2566036.08383000000
2,731268.05220000000,2561380.16700000000
2,743184.93896500000,2565621.70436000000
2,741583.84200900000,2566404.17749000000
2,731613.85000000000,2560959.45400000000
2,744883.53284000000,2569046.65887000000
2,743740.27494200000,2562204.77617000000
2,736361.64480000000,2557892.83100000000
2,734397.11050000000,2562183.90100000000
2,738955.35680000000,2559092.51600000000
2,731875.07830000000,2561882.48100000000
2,730763.45980000000,2551686.58900000000
2,738780.01610000000,2558988.77700000000
2,739230.82546900000,2559082.06875000000
2,731387.04130000000,2561060.88600000000
2,735741.34096200000,2557784.95986000000
2,731135.17060000000,2561299.16600000000
2,731147.36784500000,2561549.69442000000
2,737606.37290000000,2562844.71800000000
2,731580.11730000000,2561109.09100000000
2,731176.98340000000,2561341.48300000000
2,731334.85200000000,2560898.55300000000
2,731496.11340000000,2561082.60100000000
2,731326.50570000000,2560869.63700000000
2,732801.73261500000,2562182.46329000000
2,735953.90590000000,2553973.01600000000
2,741720.14952500000,2560065.14263000000
2,741297.80195700000,2563043.57864000000
2,734376.65610000000,2562109.63200000000
2,744459.49050000000,2566172.38000000000
2,740653.82970000000,2568613.86200000000
2,732890.89730000000,2562291.31700000000
2,737648.07316400000,2562901.57338000000
2,739106.57770000000,2558889.44000000000
2,730121.24538500000,2560860.78123000000
2,731799.94530000000,2561000.99800000000
2,731901.25500000000,2562051.66200000000
2,738969.43820000000,2558907.95100000000
2,731376.59640000000,2561544.38500000000
2,731465.00580000000,2560933.94700000000
2,731516.49510000000,2561078.33500000000
2,734270.31780000000,2562382.46000000000
2,741048.12053900000,2562838.31758000000
2,731345.82420000000,2559694.86100000000
2,735538.59210000000,2561149.55700000000
2,735647.81660000000,2554172.04500000000
2,740953.91183600000,2562971.03504000000
2,732872.24161500000,2562196.90729000000
2,731154.33160000000,2561281.16500000000
2,741719.28392500000,2560066.37463000000
2,736428.60140000000,2557969.93400000000
2,729955.57761800000,2560763.57858000000
2,732913.88038400000,2562387.76944000000
2,734252.70500000000,2562429.22100000000
2,731210.35210000000,2561385.87200000000
2,731966.85680000000,2562174.57500000000
2,741078.41563900000,2563005.12758000000
2,740481.00450000000,2568621.41600000000
2,734244.90910000000,2562439.29400000000
2,742366.20540000000,2565989.05700000000
2,745608.42608000000,2568315.57011000000
2,735563.00360000000,2561160.42300000000
2,731705.89760000000,2561004.44300000000
2,731226.69820000000,2560884.90200000000
2,732453.62970000000,2562283.49700000000
2,731728.35750000000,2561928.80200000000
2,739060.99530000000,2558837.03200000000
2,741165.49933900000,2562821.72958000000
2,735645.78860000000,2561225.47100000000
2,735659.49030000000,2561236.02200000000
2,731317.37750000000,2559791.80000000000
2,735547.91440000000,2561172.47000000000
2,731358.91410000000,2560967.87800000000
2,732697.71183800000,2562371.68247000000
2,731242.90840000000,2559785.17600000000
2,740543.84270000000,2568663.90800000000
2,732796.27971500000,2562133.65029000000
2,734242.30170000000,2562427.78900000000
2,734224.51960000000,2562489.61000000000
2,733024.01706500000,2562423.30131000000
2,731952.51770000000,2562132.36700000000
2,731589.38300000000,2561031.16100000000
2,739112.56570000000,2559131.55000000000
2,731109.37910000000,2561259.22300000000
2,731335.53730000000,2561469.56000000000
2,730251.45840000000,2551653.89500000000
2,731242.31530000000,2561341.03600000000
2,739015.67280000000,2559141.72800000000
2,731823.71310000000,2561942.39400000000
2,731229.55060000000,2561019.41900000000
2,736310.12000000000,2557876.58000000000
2,733013.01248700000,2562561.14741000000
2,735398.29852800000,2561272.63325000000
2,738960.93750000000,2558989.72500000000
2,735964.91874200000,2557743.85968000000
2,732461.19450000000,2562132.87800000000
2,731346.58020000000,2561039.94100000000
3,734752.10161300000,2554534.57260000000
3,728312.12383800000,2556402.68493000000
3,732630.44770800000,2555619.29073000000
3,737725.54043000000,2560228.43130000000
3,734739.23287600000,2554988.95246000000
3,732547.13702400000,2554698.18185000000
3,731186.93757800000,2559761.40970000000
3,735207.34782700000,2554797.90585000000
3,732216.25510200000,2556589.54705000000
3,737750.44885000000,2559265.76176000000
3,737270.09459800000,2556171.72681000000
3,737112.81340800000,2560759.01697000000
3,736807.87092500000,2558531.16210000000
3,737405.13659600000,2559709.59212000000
3,737715.14489100000,2559696.65072000000
3,734872.95371000000,2560150.84817000000
3,737258.09894000000,2558881.46368000000
3,736622.93266400000,2555274.60585000000
3,730709.48702900000,2561333.28275000000
3,737341.22064200000,2561405.53786000000
3,732359.64582400000,2555345.34658000000
3,737398.65488100000,2559015.44219000000
3,730056.14909600000,2557819.14923000000
3,734992.02053800000,2554315.60413000000
3,736760.37144400000,2559478.92346000000
3,729943.06845400000,2559484.23857000000
3,738275.64366100000,2559810.05836000000
3,737128.47685800000,2560046.98629000000
3,737127.76042200000,2556276.32492000000
3,734998.58779700000,2554319.13705000000
3,736690.58726000000,2559599.50023000000
3,732776.62726000000,2554739.44901000000
3,734849.34986500000,2555591.72828000000
3,731233.83245500000,2558513.04053000000
3,737097.64615700000,2558843.75631000000
3,734707.94399300000,2554953.84489000000
3,736730.83252600000,2559083.57708000000
3,734881.12752400000,2554449.08509000000
3,736495.43543000000,2555370.09122000000
3,736572.15256300000,2555089.70556000000
3,730727.12749000000,2561491.44892000000
3,737348.14309000000,2560461.56571000000
3,736751.49570700000,2558386.63755000000
3,736533.18697900000,2554894.37827000000
3,737663.16079500000,2559654.86909000000
3,730209.81985800000,2557798.50469000000
3,735388.57386900000,2560124.77769000000
3,736541.53035400000,2555150.17101000000
3,737763.62272700000,2559121.17432000000
3,736766.68490100000,2559591.65883000000
3,735256.17009300000,2554868.24264000000
3,736798.54353400000,2558883.54088000000
3,731169.85410200000,2559692.28213000000
3,737489.08010000000,2561402.98047000000
3,734706.54580700000,2555174.75915000000
3,738363.75165500000,2560401.56480000000
3,737243.88648600000,2560371.07144000000
3,730747.11365600000,2556160.57162000000
3,737696.55234700000,2560255.89015000000
3,729264.95820600000,2559427.03126000000
3,738385.23961900000,2558392.01282000000
3,736858.36606600000,2558813.96079000000
3,737974.97525400000,2558417.72738000000
3,729631.45498300000,2558305.74262000000
3,732505.98539400000,2556226.41375000000
3,732379.66922600000,2556265.38470000000
3,738337.01167100000,2558674.13476000000
3,737238.31054800000,2558608.03761000000
3,737134.16747500000,2558488.58087000000
3,736306.97244000000,2560577.35116000000
3,731170.31710800000,2559936.76761000000
3,729280.77047200000,2559442.87530000000
3,737692.81841600000,2558935.47600000000
3,737390.18627200000,2559179.44996000000
3,734709.38058100000,2554313.20343000000
3,727626.74156700000,2556664.03567000000
3,735269.01522200000,2554912.10963000000
3,734764.74145400000,2555199.40194000000
3,737305.67484200000,2560247.65842000000
3,736603.39903300000,2555300.58666000000
3,730085.01210100000,2559429.52313000000
3,737929.01234200000,2560412.11618000000
3,734851.02120900000,2555164.70994000000
3,732511.95035300000,2555895.83077000000
3,736444.39183600000,2558351.81008000000
3,742345.25394700000,2557174.27223000000
3,729362.33772300000,2559476.54573000000
3,737787.20024700000,2559558.35799000000
3,737927.66969900000,2561141.76112000000
3,727566.12491800000,2556857.51454000000
3,732055.67897100000,2556931.92873000000
3,736484.40453400000,2558735.36148000000
3,735263.26798200000,2554837.17675000000
3,730675.87627000000,2561281.79377000000
3,737380.26474600000,2559140.23634000000
3,737796.81162800000,2558732.49564000000
3,737602.59462400000,2560337.18956000000
3,734823.03458000000,2554333.42681000000
3,742272.92987900000,2557241.41402000000
3,730604.11635000000,2561385.31955000000
3,730064.26079800000,2552164.50791000000
3,734251.53723100000,2553508.96758000000
3,730804.73910700000,2561031.54498000000
3,728194.28546900000,2556301.95710000000
3,737136.60190000000,2560129.71223000000
3,735073.64707000000,2554585.16930000000
3,730738.04895000000,2561040.21346000000
3,736485.73066100000,2555257.56278000000
3,735207.68123400000,2555040.65813000000
3,732190.18826600000,2556729.10804000000
3,737654.24509600000,2559141.21209000000
3,729929.55750500000,2559486.41122000000
3,730868.30212200000,2561682.66229000000
3,731273.54073000000,2558319.49150000000
3,736659.84166400000,2559543.09255000000
3,738047.81756900000,2558367.08925000000
3,730283.72265700000,2558552.34839000000
3,736734.71296800000,2559502.51718000000
3,728133.76942000000,2553957.87801000000
3,737043.74200900000,2558790.44539000000
3,734852.58465300000,2554378.71929000000
3,731126.39843700000,2560100.34965000000
3,730443.16456300000,2559510.27774000000
3,738088.10004400000,2559854.50176000000
3,737770.81598000000,2559636.66387000000
3,737242.46040000000,2558671.37106000000
3,732637.71029800000,2554072.42170000000
3,742362.97500400000,2557027.04326000000
3,730888.20511500000,2561047.33858000000
3,729711.94782400000,2559201.79260000000
3,730106.18268500000,2552222.22314000000
3,737287.65223100000,2558610.37557000000
3,737139.24637400000,2560304.42885000000
3,736874.27428600000,2558530.49043000000
3,734638.24086800000,2554299.91574000000
3,742095.00116600000,2557161.30916000000
3,734654.45632200000,2555271.47861000000
3,734662.58312800000,2554952.12021000000
3,736862.51515300000,2559701.85187000000
3,736648.06351900000,2555215.85377000000
3,737650.08863900000,2559061.32557000000
3,737099.01008700000,2559653.57713000000
3,734784.50934500000,2554696.85955000000
3,738288.38396300000,2558333.44103000000
3,736748.04722600000,2559734.51619000000
3,734263.78777000000,2555747.37217000000
3,737579.53706900000,2560418.07373000000
3,731967.18135200000,2555165.53765000000
3,735096.51256200000,2554439.97631000000
3,736465.46804200000,2558444.66172000000
3,737222.14716900000,2559227.82245000000
3,735674.79217000000,2560222.61359000000
3,737663.19424500000,2560431.52652000000
3,736781.14174100000,2558576.69666000000
3,738189.89115700000,2558531.61587000000
3,728254.42072800000,2556402.88519000000
3,730779.03993800000,2560896.27717000000
3,737298.51396500000,2560422.04394000000
3,730969.30429200000,2558005.33757000000
3,734618.91396400000,2554385.26007000000
3,730684.97005900000,2561333.94232000000
3,734874.46831400000,2554958.62615000000
3,732033.12419300000,2557312.30789000000
3,738014.80537300000,2560543.36353000000
3,738529.06614900000,2559680.88314000000
3,727589.30089500000,2556781.18542000000
3,737725.27635300000,2560278.89826000000
3,737955.07241900000,2560677.55158000000
3,735049.07578900000,2554961.65356000000
3,730880.41226100000,2561091.70438000000
3,737105.42248600000,2560571.81525000000
3,736972.57076600000,2559740.03998000000
3,734775.86415200000,2555180.40656000000
3,737801.85076700000,2558911.20256000000
3,730135.51101100000,2557580.36698000000
3,737134.14547600000,2561236.80441000000
3,731118.05038000000,2559970.77325000000
3,737110.89573400000,2560580.08294000000
3,734965.66966300000,2554811.07167000000
3,736784.19121600000,2559489.66626000000
3,737672.73402800000,2559597.06240000000
3,734062.73765100000,2555669.19216000000
3,730623.74731800000,2561484.23297000000
3,737821.18842600000,2558717.28984000000
3,735000.20906800000,2554365.45777000000
3,730824.04161500000,2561583.61275000000
3,738317.28334300000,2559807.02210000000
3,728292.71221900000,2553961.64630000000
3,737893.80212400000,2559910.99281000000
3,737270.91384000000,2559558.61352000000
3,730721.52636000000,2557992.79105000000
3,736752.99832500000,2558443.85893000000
3,735113.25376400000,2554677.16738000000
3,735111.56559800000,2555011.68696000000
3,730050.30001800000,2557883.18896000000
3,737228.30887800000,2556198.28687000000
3,738150.10177600000,2560406.48090000000
3,731240.06389600000,2558472.21099000000
3,737132.47262800000,2561181.88126000000
3,734666.84561800000,2555254.66545000000
3,728186.25554000000,2553978.20058000000
3,729385.26823100000,2559443.55179000000
3,735298.13310100000,2554871.56170000000
3,742429.48339900000,2557059.85159000000
3,737765.78556700000,2558701.21151000000
3,737961.55436800000,2558364.72179000000
3,734807.39076500000,2555263.37220000000
3,732523.97909100000,2555937.51524000000
3,737379.86837800000,2559552.27861000000
3,737139.26921100000,2560732.63288000000
3,737919.83032000000,2561258.40341000000
3,731172.29330200000,2559454.85005000000
3,735962.62768500000,2560487.40853000000
3,730705.09958400000,2561306.41296000000
3,737755.03804000000,2558847.26110000000
3,731401.87620900000,2559355.87185000000
3,737261.19544500000,2559104.54552000000
3,734845.76088300000,2554981.53189000000
3,738227.85524800000,2558637.67558000000
3,733128.97130700000,2560858.30994000000
3,737297.63246500000,2558668.12520000000
3,737097.87075500000,2560633.48470000000
3,737928.95119200000,2560116.06194000000
3,730874.39117500000,2557988.98709000000
3,737938.85848400000,2560588.39960000000
3,737335.55825100000,2560339.21060000000
3,737836.27269900000,2560366.14961000000
3,734978.45782400000,2554608.99809000000
3,738474.29162300000,2559877.16760000000
3,737584.59299200000,2560323.40378000000
3,736715.64025700000,2558830.19796000000
3,736657.80574400000,2555302.59319000000
3,737685.27700400000,2559083.04740000000
3,729986.80877100000,2559473.59121000000
3,730241.21212900000,2558021.33114000000
3,736665.20525200000,2559478.75084000000
3,742376.59174200000,2557246.46431000000
3,732548.41006300000,2556090.60601000000
3,736861.92688900000,2558779.48649000000
3,734827.65571900000,2554654.49388000000
3,732417.66598200000,2554646.45322000000
3,733314.27830400000,2560791.19474000000
3,731165.46070000000,2560114.03065000000
3,737699.65769100000,2558829.49784000000
3,728406.13251700000,2556488.19768000000
3,736448.31662400000,2554885.56440000000
3,734887.97656900000,2554862.35743000000
3,736140.57164400000,2560277.90336000000
3,737244.97512700000,2558587.81458000000
3,738102.94989600000,2558451.37612000000
3,738328.24372300000,2558571.14098000000
3,738086.55327300000,2559858.22943000000
3,736566.32297200000,2554853.83573000000
3,737697.89758100000,2559444.65274000000
3,737658.57718900000,2560294.15334000000
3,728295.99751700000,2556403.62116000000
3,734750.27667100000,2554783.21157000000
3,734692.08590200000,2554394.46954000000
3,736993.82000700000,2558838.74565000000
3,734648.01777400000,2554811.29450000000
3,737099.09040000000,2560855.40483000000
3,732240.97175900000,2556499.53717000000
3,731871.84830600000,2555144.27150000000
3,734115.28251200000,2555644.28090000000
3,737102.95561200000,2558420.23164000000
3,737258.87557400000,2558807.27757000000
3,732205.17174000000,2556576.28783000000
3,736784.41212600000,2559570.57463000000
3,736837.09312600000,2558429.58724000000
3,730736.06070000000,2556093.73999000000
3,729928.42465600000,2559481.48393000000
3,730129.34526800000,2559399.13244000000
3,731222.85182200000,2559442.05024000000
3,734879.65229300000,2554582.20502000000
3,731335.21083300000,2558350.43334000000
3,737128.83247700000,2560430.71754000000
3,734768.29331900000,2555160.17255000000
3,738033.50605200000,2559840.01726000000
3,737639.48670200000,2559037.08532000000
3,736633.09544500000,2555299.00851000000
3,742213.28143100000,2557150.68975000000
3,728377.20705800000,2556374.57830000000
3,732411.47775300000,2555350.51932000000
3,727610.58129500000,2556721.13482000000
3,737739.24740400000,2558784.72487000000
3,730717.47270100000,2560818.94669000000
3,730391.27789300000,2559457.51558000000
3,737786.33126000000,2558944.76668000000
3,732130.23167600000,2556983.13360000000
3,735079.91828200000,2554818.85042000000
3,736643.80218400000,2555070.98399000000
3,730658.87546600000,2561049.24092000000
3,736820.71954400000,2558965.09757000000
3,736762.69305600000,2558652.66888000000
3,735199.10424900000,2554813.24818000000
3,737140.70736100000,2560208.33702000000
3,737967.75710700000,2560652.69006000000
3,737925.35856400000,2558484.78460000000
3,730696.70706700000,2555980.90310000000
3,737942.42038300000,2559849.30380000000
4,738281.13080000000,2555006.93700000000
4,734155.72780000000,2557025.61700000000
4,732598.52410000000,2555490.02000000000
4,732655.96130400000,2553681.11295000000
4,737932.34810000000,2555959.46800000000
4,732249.75496400000,2557524.94853000000
4,731991.73900000000,2555915.65500000000
4,738785.40621200000,2556730.24250000000
4,732768.37830000000,2554893.01400000000
4,736083.37294800000,2557097.42471000000
4,732720.65670000000,2556222.19600000000
4,739199.02960000000,2551265.58200000000
4,731827.89430000000,2555923.02400000000
4,738112.89120000000,2555721.65200000000
4,732581.62920000000,2557751.11800000000
4,739893.82673300000,2556491.93257000000
4,734256.70450000000,2556762.71800000000
4,732541.18840000000,2556563.36100000000
4,734003.21798400000,2555794.37791000000
4,732482.55670000000,2553512.80000000000
4,737862.52340000000,2557248.53300000000
4,730599.14240000000,2555461.46300000000
4,732721.55620000000,2556842.99000000000
4,733950.28080000000,2556480.13600000000
4,732447.58360000000,2556693.91300000000
4,739947.42910000000,2554761.55500000000
4,732006.09830000000,2554835.42100000000
4,739054.42110000000,2551391.77400000000
4,739888.43364800000,2556552.45266000000
4,730630.88930000000,2554999.04700000000
4,732445.81884700000,2556535.01388000000
4,734357.00924900000,2555417.60772000000
4,731545.88490000000,2555216.13800000000
4,732083.79750000000,2554894.46100000000
4,733559.30440000000,2553012.62200000000
4,732945.54340000000,2557139.24600000000
4,734006.03670000000,2556983.45600000000
4,727959.01695200000,2555739.34530000000
4,738239.79220000000,2557086.53300000000
4,733020.40150000000,2555240.93400000000
4,733513.80405400000,2553140.86228000000
4,739070.07780000000,2556541.70800000000
4,737287.75280000000,2557142.44400000000
4,735324.20245500000,2557052.22313000000
4,731335.54390000000,2555458.18100000000
4,733383.84570000000,2557430.94400000000
4,734175.02610000000,2553699.68300000000
4,733286.99115400000,2555860.40256000000
4,731406.90560000000,2555054.66700000000
4,728205.04600500000,2557905.94733000000
4,732772.91080000000,2553898.16900000000
4,733330.55690000000,2555702.16900000000
4,734382.24589100000,2555379.38332000000
4,731958.28910000000,2556421.89700000000
4,736996.40774800000,2557243.21047000000
4,737212.76215600000,2552302.34556000000
4,734190.45319100000,2553452.62112000000
4,731009.03400000000,2557567.44100000000
4,735960.49600900000,2554949.78361000000
4,733779.74540000000,2554732.12900000000
4,737751.36127800000,2557320.50122000000
4,737903.63670000000,2556513.22600000000
4,737846.48690000000,2556297.55400000000
4,730236.31590000000,2555834.52700000000
4,733878.29510000000,2554611.59100000000
4,733079.15884100000,2555700.86330000000
4,733044.38600000000,2555385.99900000000
4,732518.30980000000,2554456.23300000000
4,734490.26780200000,2556974.48787000000
4,733527.55570000000,2557096.55300000000
4,733773.63962700000,2555651.00636000000
4,733810.53800000000,2553302.06600000000
4,730164.10400000000,2555737.06600000000
4,732394.49280000000,2555204.78300000000
4,736817.24450000000,2552730.26100000000
4,730665.30400000000,2557284.88200000000
4,732176.03470000000,2554795.77500000000
4,738969.97070000000,2556707.13700000000
4,733728.97470000000,2554719.98300000000
4,737061.93330000000,2555218.69700000000
4,732636.79627700000,2553926.56210000000
4,730586.26530000000,2555893.94100000000
4,743267.62300000000,2554277.71100000000
4,733545.06850000000,2553120.11400000000
4,735921.40210000000,2555956.82100000000
4,737945.89900000000,2555000.93100000000
4,736732.14957200000,2558514.75338000000
4,737320.85296200000,2552365.68035000000
4,735952.36668000000,2556762.13819000000
4,737934.35146800000,2557375.77796000000
4,733186.76880000000,2554842.50200000000
4,734388.77080000000,2553263.15000000000
4,732653.13320000000,2557699.15900000000
4,730911.39490000000,2555046.36300000000
4,736404.91380000000,2552762.84500000000
4,735510.60020000000,2553390.47400000000
4,737887.83050000000,2556799.26400000000
4,738303.47800000000,2556865.01400000000
4,742262.35270000000,2556431.47200000000
4,732267.23810000000,2553466.44000000000
4,738116.94834600000,2557367.47500000000
4,732705.71670000000,2554994.35100000000
4,736913.02730000000,2555231.27700000000
4,737833.91950000000,2554936.01400000000
4,733336.96250000000,2553553.41900000000
4,730697.31980000000,2555376.03900000000
4,735616.37090000000,2553597.21000000000
4,733763.29660000000,2556625.64400000000
4,730558.10030000000,2555220.70500000000
4,732204.86470000000,2554684.18600000000
4,733690.65990000000,2556312.90100000000
4,738113.10100000000,2557234.46300000000
4,730498.32970000000,2557342.13800000000
4,737970.06230000000,2557312.94900000000
4,732569.44930000000,2554520.35000000000
4,733842.62601000000,2553201.79679000000
4,736122.95769700000,2555015.65899000000
4,734344.55990000000,2556702.40500000000
4,734384.37040000000,2553455.10200000000
4,732623.69900000000,2554464.36500000000
4,739849.66914800000,2556537.44266000000
4,731125.95180000000,2556004.41500000000
4,738990.22872800000,2556570.37488000000
4,733857.10650000000,2555288.23300000000
4,732176.68520000000,2557944.19100000000
4,730575.77910000000,2555729.67900000000
4,732393.59190000000,2553415.85200000000
4,731005.75570000000,2557454.69400000000
4,731620.47300000000,2557387.92700000000
4,736067.97035200000,2552511.70818000000
4,736186.04960000000,2556820.67300000000
4,735557.40783800000,2554872.84289000000
4,735951.60480000000,2556466.74400000000
4,738152.71550000000,2556081.17000000000
4,742262.59470800000,2556514.77342000000
4,730150.53160000000,2556285.47900000000
4,733721.08740600000,2555629.63312000000
4,732230.81265800000,2557224.13780000000
4,727518.32286000000,2554104.08355000000
4,732299.16550000000,2556775.92400000000
4,737686.40981800000,2561752.34842000000
4,737975.55350000000,2557277.47400000000
4,737879.68480000000,2561736.63500000000
4,727324.73320000000,2554947.98000000000
4,725279.88090000000,2554200.80100000000
4,742024.49210000000,2562204.49700000000
4,738654.91140000000,2561518.11600000000
4,738023.76240000000,2561571.00700000000
4,737018.22358100000,2559359.20508000000
4,736668.88231300000,2559246.64393000000
4,741151.31500000000,2561007.96900000000
4,740996.90560000000,2560886.68300000000
4,738143.22160000000,2557225.54200000000
4,736958.26179000000,2559043.61811000000
4,741676.11290000000,2562254.36200000000
4,741581.79200000000,2562457.32600000000
4,742358.72440000000,2562170.99100000000
4,741298.56460000000,2561375.51200000000
4,741071.29390000000,2561025.62500000000
4,738041.44870000000,2557283.27100000000
4,745549.84850000000,2560493.59700000000
4,730089.72820000000,2560059.05400000000
4,739512.88410000000,2558215.72700000000
4,737733.72961100000,2561859.60006000000
4,727297.10870000000,2554889.54400000000
4,742006.47730000000,2562188.49100000000
4,741088.20500000000,2560807.43400000000
4,736975.63308100000,2558417.89582000000
4,738000.84470100000,2558715.09222000000
4,738127.04630000000,2557207.03500000000
4,738615.32221700000,2558385.44416000000
4,741180.90660000000,2561386.30600000000
4,740446.65060000000,2559918.48200000000
4,742064.51800000000,2562267.67400000000
4,739359.62500000000,2558484.85100000000
4,739024.77530000000,2561525.77700000000
4,738577.84548000000,2561595.23551000000
4,737974.89760000000,2561606.86800000000
4,741113.26290000000,2561081.45100000000
4,739057.69080000000,2561633.48500000000
4,738899.88480000000,2561551.59000000000
4,738010.08420000000,2561744.71900000000
4,740374.39050000000,2560126.78900000000
4,738006.70060000000,2561631.10100000000
4,740408.86990000000,2559980.96600000000
4,741319.67230000000,2561380.45900000000
4,741265.07620000000,2561364.31500000000
4,738824.69340000000,2561565.49500000000
4,737888.94970000000,2561622.94900000000
4,726074.64260000000,2554389.59100000000
4,742380.10880000000,2562100.73600000000
4,739386.54290000000,2558398.22100000000
4,735802.75940000000,2557960.49200000000
4,739389.33610000000,2558323.31700000000
4,745628.51571800000,2560595.70677000000
4,725263.09760000000,2554085.78600000000
4,738065.11616900000,2561643.29082000000
4,741204.93010000000,2561526.07400000000
4,738915.81290000000,2561647.36100000000
4,738001.87710000000,2561644.57600000000
4,735996.42690000000,2558018.43900000000
4,741598.72010000000,2562385.35000000000
4,737970.66170000000,2561723.08500000000
4,741167.26380000000,2561380.72700000000
4,738653.10430000000,2558285.01200000000
4,741113.89390000000,2561016.57800000000
4,737896.25440000000,2561730.75200000000
4,738618.43390000000,2561502.44000000000
4,725965.90070000000,2554459.06400000000
4,729936.36009200000,2560224.46394000000
4,742126.52870000000,2562187.00700000000
4,738938.74490000000,2561577.71900000000
4,739510.77060000000,2558477.50700000000
4,737881.26750000000,2561648.81900000000
4,742355.62070000000,2562162.17200000000
4,730093.55420000000,2560119.82800000000
4,742180.25830000000,2562204.41400000000
4,742191.01820000000,2562242.31300000000
4,737905.24460000000,2561617.35600000000
4,739031.15350000000,2561466.30400000000
4,736045.63400000000,2557929.55300000000
4,742438.93780000000,2562153.71800000000
4,742072.41230000000,2562215.87000000000
4,738827.28830000000,2558339.51900000000
4,737815.67900000000,2561575.42000000000
4,738131.03890000000,2557146.33700000000
4,725885.29740000000,2554443.31800000000
4,739299.80374600000,2558216.82508000000
4,739357.96685700000,2558224.28525000000
4,738861.78010000000,2561695.15400000000
4,737956.27520000000,2561641.88900000000
4,727952.97010000000,2556078.57600000000
4,738834.85230000000,2561555.14900000000
4,730132.11370000000,2560114.64600000000
4,737892.44420000000,2561607.14100000000
4,742433.28000000000,2562159.10100000000
4,741333.90840000000,2561445.30400000000
4,740384.38030000000,2560023.30500000000
4,739128.54510000000,2561547.76800000000
4,738558.71770000000,2561488.52100000000
4,739558.32780000000,2558454.44300000000
4,742078.95260000000,2562276.61600000000
4,725952.38080000000,2554540.66800000000
4,738980.82230000000,2561616.93900000000
4,742121.78220000000,2562196.02500000000
4,736037.45440000000,2557889.19600000000
4,738928.80670000000,2561543.39500000000
4,738987.50310000000,2561622.52300000000
4,742437.92200000000,2562188.84500000000
4,742386.20530000000,2562159.22800000000
4,726043.20420000000,2554361.75400000000
4,736721.88747200000,2559238.40789000000
4,737918.50460000000,2557109.58000000000
4,730075.83950000000,2560128.95200000000
4,730026.78930000000,2560078.83900000000
4,741790.22750000000,2562382.91400000000
4,741096.44940000000,2560942.42200000000
4,737933.91630000000,2561572.07600000000
4,738236.17504700000,2558747.21738000000
4,725885.97510000000,2554409.50200000000
4,738608.64321700000,2558504.90716000000
4,735979.08220000000,2557900.99300000000
4,725851.91900000000,2554500.24100000000
4,738029.03070000000,2557130.29000000000
4,730097.88860000000,2560030.03900000000
4,727950.93300000000,2555796.90100000000
4,741073.01420000000,2560933.81200000000
4,739345.68970000000,2558320.66500000000
